OBJECTID,Shape,name,telephone,url,streetAddress,streetAddress/address2,addressLocality,postalCode,loc,longitude,latitude,entityTitle,@context,@type,@id
66,"(40.74634207200006, -73.92822391099992)",Museum for African Art,(718) 784-7700,http://www.africanart.org/,36-01 43rd Avenue, 3rd Floor,Queens,11101,"[-73.92822391099992,40.74634207200006]",-73.92822391099992,40.74634207200006,museum_for_african_art_36_01_43rd_avenue,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_for_african_art_36_01_43rd_avenue
67,"(40.70648492200007, -74.0091216049999)",Museum of American Finance,(212) 908-4110,http://www.moaf.org/index,48 Wall Street, ,New York,10005,"[-74.0091216049999,40.70648492200007]",-74.0091216049999,40.70648492200007,museum_of_american_finance_48_wall_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_american_finance_48_wall_street
68,"(40.76471595500004, -73.96690030999991)",Museum of American Illustration,(212) 838-2560,http://societyillustrators.org/museum/index.cms,128 E. 63d St., ,New York,10021,"[-73.96690030999991,40.76471595500004]",-73.96690030999991,40.76471595500004,museum_of_american_illustration_128_e_63d_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_american_illustration_128_e_63d_st
69,"(40.76740640700007, -73.98200725099991)",Museum of Arts & Design (MAD),(212) 299-7777,http://www.madmuseum.org/,2 Columbus Circle, ,New York,10019,"[-73.98200725099991,40.76740640700007]",-73.98200725099991,40.76740640700007,museum_of_arts_design_mad_2_columbus_circle,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_arts_design_mad_2_columbus_circle
70,"(40.77025274400006, -73.98272584199992)",Museum of Biblical Art,(212) 408-1200,http://www.mobia.org/,1865 Broadway, ,New York,10023,"[-73.98272584199992,40.77025274400006]",-73.98272584199992,40.77025274400006,museum_of_biblical_art_1865_broadway,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_biblical_art_1865_broadway
71,"(40.71945427900005, -73.99919191799995)",Museum Of Chinese In America,(212) 619-4785,http://www.mocanyc.org/,215 Centre Street, ,New York,10013,"[-73.99919191799995,40.71945427900005]",-73.99919191799995,40.71945427900005,museum_of_chinese_in_america_215_centre_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_chinese_in_america_215_centre_street
72,"(40.72479828000007, -73.99670247699993)",Museum of Comic and Cartoon Art (MoCCA),(212) 254 3511,http://www.moccany.org/,594 Broadway, Suite 401,New York,10012,"[-73.99670247699993,40.72479828000007]",-73.99670247699993,40.72479828000007,museum_of_comic_and_cartoon_art_mocca_594_broadway,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_comic_and_cartoon_art_mocca_594_broadway
73,"(40.68524547700008, -73.97442477599992)",Museum of Contemporary African Diasporan Arts (MoCADA),(718) 230-0492,http://www.mocada.org/,80 Hanson Place, ,Brooklyn,11217,"[-73.97442477599992,40.68524547700008]",-73.97442477599992,40.68524547700008,museum_of_contemporary_african_diasporan_arts_mocada_80_hanson_place,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_contemporary_african_diasporan_arts_mocada_80_hanson_place
74,"(40.70598698100008, -74.01858571699995)",Museum of Jewish Heritage,(646) 437-4200,http://www.mjhnyc.org/index.htm,36 Battery Place, ,New York,10280,"[-74.01858571699995,40.70598698100008]",-74.01858571699995,40.70598698100008,museum_of_jewish_heritage_36_battery_place,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_jewish_heritage_36_battery_place
75,"(40.761186974000054, -73.97700363099995)",Museum of Modern Art (MoMA),(212) 708-9400,http://www.moma.org/,11 West 53rd Street, ,New York,10019,"[-73.97700363099995,40.761186974000054]",-73.97700363099995,40.761186974000054,museum_of_modern_art_moma_11_west_53rd_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_modern_art_moma_11_west_53rd_street
76,"(40.79250936800008, -73.95191697399991)",Museum of the City of New York,(212) 534-1672,http://www.mcny.org,1220 Fifth Avenue, ,New York,10029,"[-73.95191697399991,40.79250936800008]",-73.95191697399991,40.79250936800008,museum_of_the_city_of_new_york_1220_fifth_avenue,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_the_city_of_new_york_1220_fifth_avenue
77,"(40.75694482100005, -73.92451017299993)",Museum of the Moving Image,(718) 784-4520,http://www.movingimage.us/site/site.php,35 Avenue at 36 Street, ,Queens,11106,"[-73.92451017299993,40.75694482100005]",-73.92451017299993,40.75694482100005,museum_of_the_moving_image_35_avenue_at_36_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/museum_of_the_moving_image_35_avenue_at_36_street
78,"(40.78361350100005, -73.95849177299993)",National Academy Museum,(212) 369-4880,https://nationalacademy.org/index.asp,1083 5th Avenue, ,New York,10128,"[-73.95849177299993,40.78361350100005]",-73.95849177299993,40.78361350100005,national_academy_museum_1083_5th_avenue,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/national_academy_museum_1083_5th_avenue
79,"(40.640949350000085, -74.07373712999993)",National Lighthouse Museum,(718) 556-1681,http://statenislandusa.com/pages/lighthouse.html,1 Lighthouse Plaza, ,Staten Island,10301,"[-74.07373712999993,40.640949350000085]",-74.07373712999993,40.640949350000085,national_lighthouse_museum_1_lighthouse_plaza,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/national_lighthouse_museum_1_lighthouse_plaza
80,"(40.70432159000006, -74.01372704599993)",National Museum of the American Indian,(212) 514-3700,http://www.nmai.si.edu/,1 Bowling Green, ,New York,10004,"[-74.01372704599993,40.70432159000006]",-74.01372704599993,40.70432159000006,national_museum_of_the_american_indian_1_bowling_green,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/national_museum_of_the_american_indian_1_bowling_green
81,"(40.70965482100007, -74.0109156609999)",National September 11 Memorial & Museum at the World Trade Center,(212) 227-7722,http://www.national911memorial.org/site/PageServer?pagename=New_Home,1 Liberty Plaza, 20th Floor,New York,10006,"[-74.0109156609999,40.70965482100007]",-74.0109156609999,40.70965482100007,national_september_11_memorial_museum_at_the_world_trade_center_1_liberty_plaza,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/national_september_11_memorial_museum_at_the_world_trade_center_1_liberty_plaza
82,"(40.78124266800006, -73.96024812499991)",Neue Galerie New York,(212) 628-6200,http://www.neuegalerie.org/,1048 Fifth Avenue, ,New York,10028,"[-73.96024812499991,40.78124266800006]",-73.96024812499991,40.78124266800006,neue_galerie_new_york_1048_fifth_avenue,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/neue_galerie_new_york_1048_fifth_avenue
83,"(40.72234703500004, -73.99283879199993)",New Museum of Contemporary Art,(212) 219-1222,http://www.newmuseum.org/,235 Bowery, ,New York,10002,"[-73.99283879199993,40.72234703500004]",-73.99283879199993,40.72234703500004,new_museum_of_contemporary_art_235_bowery,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/new_museum_of_contemporary_art_235_bowery
84,"(40.725572139000064, -74.00693426099991)",New York City Fire Museum,(212) 691-1303,http://www.nycfiremuseum.org/,278 Spring Street, ,New York,10012,"[-74.00693426099991,40.725572139000064]",-74.00693426099991,40.725572139000064,new_york_city_fire_museum_278_spring_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/new_york_city_fire_museum_278_spring_street
85,"(40.70347862400007, -74.00811754499995)",New York City Police Museum,(212) 480-3100,http://www.nycpolicemuseum.org/,100 Old Slip, ,New York,10038,"[-74.00811754499995,40.70347862400007]",-74.00811754499995,40.70347862400007,new_york_city_police_museum_100_old_slip,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/new_york_city_police_museum_100_old_slip
86,"(40.74714812000008, -73.85168679599991)",New York Hall of Science,(718) 699-0005,http://www.nysci.org/,47-01 111th Street, ,Queens,11368,"[-73.85168679599991,40.74714812000008]",-73.85168679599991,40.74714812000008,new_york_hall_of_science_47_01_111th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/new_york_hall_of_science_47_01_111th_street
87,"(40.77927357500005, -73.9742575379999)",New York Historical Society,(212) 873-3400,https://www.nyhistory.org/web/,2 West 77th Street, ,New York,10024,"[-73.9742575379999,40.77927357500005]",-73.9742575379999,40.77927357500005,new_york_historical_society_2_west_77th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/new_york_historical_society_2_west_77th_street
88,"(40.752423254000064, -73.97912411199991)",New York Tolerance Center,(212) 697-1180,http://www.kintera.org/site/pp.asp?c=fwLYKnN8LzH&b=242506,50 E 42nd St, ,New York,10017,"[-73.97912411199991,40.752423254000064]",-73.97912411199991,40.752423254000064,new_york_tolerance_center_50_e_42nd_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/new_york_tolerance_center_50_e_42nd_st
89,"(40.69052403100005, -73.99002597099991)",New York Transit Museum,(718) 694-4915,http://www.mta.info/mta/museum/,Boerum Pl. & Schermenhorn Street, ,Brooklyn,0,"[-73.99002597099991,40.69052403100005]",-73.99002597099991,40.69052403100005,new_york_transit_museum_boerum_pl_schermenhorn_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/new_york_transit_museum_boerum_pl_schermenhorn_street
90,"(40.80291433300005, -73.96902249699991)",Nicholas Roerich Museum,(212) 864-7752,http://www.roerich.org/,319 West 107 Street, ,New York,10025,"[-73.96902249699991,40.80291433300005]",-73.96902249699991,40.80291433300005,nicholas_roerich_museum_319_west_107_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/nicholas_roerich_museum_319_west_107_street
91,"(40.64431227700004, -74.10177203799992)",Noble Maritime Collection,(718) 447-6490,http://www.noblemaritime.org/,1000 Richmond Terrace, ,Staten Island,10301,"[-74.10177203799992,40.64431227700004]",-74.10177203799992,40.64431227700004,noble_maritime_collection_1000_richmond_terrace,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/noble_maritime_collection_1000_richmond_terrace
92,"(40.67299380600008, -73.98461861599992)",Old Stone House,(718) 768-3195,http://www.theoldstonehouse.org/,326 5th Avenue, ,Brooklyn,11215,"[-73.98461861599992,40.67299380600008]",-73.98461861599992,40.67299380600008,old_stone_house_326_5th_avenue,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/old_stone_house_326_5th_avenue
93,"(40.74583980300008, -73.9462124179999)",P.S. 1 Contemporary Art Center,(718) 784-2084,http://www.ps1.org/,22-25 Jackson Ave., ,Queens,11101,"[-73.9462124179999,40.74583980300008]",-73.9462124179999,40.74583980300008,p_s_1_contemporary_art_center_22_25_jackson_ave,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/p_s_1_contemporary_art_center_22_25_jackson_ave
94,"(40.76057397200009, -73.97760161399992)",Paley Center For Media (formerly Museum Of Television & Radio),(212) 621-6800,http://www.paleycenter.org/,25 West 52 Street, ,New York,10019,"[-73.97760161399992,40.76057397200009]",-73.97760161399992,40.76057397200009,paley_center_for_media_formerly_museum_of_television_radio_25_west_52_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/paley_center_for_media_formerly_museum_of_television_radio_25_west_52_street
95,"(40.764607589000036, -73.89314845399991)",Queens Art Museum - Bulova Corporate Center,(516) 624-1910,http://www.bdg.net/properties/1/,75-20 Astoria Blvd., ,Jackson Heights,11386,"[-73.89314845399991,40.764607589000036]",-73.89314845399991,40.764607589000036,queens_art_museum_bulova_corporate_center_75_20_astoria_blvd,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/queens_art_museum_bulova_corporate_center_75_20_astoria_blvd
96,"(40.745569938000074, -73.72573660699993)",Queens County Farm Museum,(718) 347-3276,http://www.queensfarm.org/,73-50 Little Neck Parkway, ,Queens,11004,"[-73.72573660699993,40.745569938000074]",-73.72573660699993,40.745569938000074,queens_county_farm_museum_73_50_little_neck_parkway,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/queens_county_farm_museum_73_50_little_neck_parkway
97,"(40.745843198000046, -73.84676275899994)",Queens Museum of Art,(718) 592-9700,http://www.queensmuseum.org/,Queens Museum of Art,Flushing Meadows Corona Park,Queens,11368,"[-73.84676275899994,40.745843198000046]",-73.84676275899994,40.745843198000046,queens_museum_of_art_queens_museum_of_art,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/queens_museum_of_art_queens_museum_of_art
98,"(40.782860166000034, -73.97257491099992)",Rose Center for Earth and Space (Hayden Planetarium),(212) 769-5100,http://www.haydenplanetarium.org/index.php,15 West 81st Street, ,New York,10024,"[-73.97257491099992,40.782860166000034]",-73.97257491099992,40.782860166000034,rose_center_for_earth_and_space_hayden_planetarium_15_west_81st_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/rose_center_for_earth_and_space_hayden_planetarium_15_west_81st_street
99,"(40.76501264700005, -73.97991050299993)",Rose Museum at Carnegie Hall,(212) 903-9629,http://www.carnegiehall.org/textSite/the_basics/art_museum_archives.html,154 West 57th Street, ,New York,0,"[-73.97991050299993,40.76501264700005]",-73.97991050299993,40.76501264700005,rose_museum_at_carnegie_hall_154_west_57th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/rose_museum_at_carnegie_hall_154_west_57th_street
100,"(40.740020713000035, -73.9977915259999)",Rubin Museum of Art,(212) 620-5000,http://www.rmanyc.org/,150 West 17th Street, ,New York,10011,"[-73.9977915259999,40.740020713000035]",-73.9977915259999,40.740020713000035,rubin_museum_of_art_150_west_17th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/rubin_museum_of_art_150_west_17th_street
101,"(40.54097868800005, -74.21650282099995)",Sandy Ground Historical Society,(718) 317-5796,http://statenislandusa.com/pages/sandy_ground.html,1538 Woodrow Road, ,Staten Island,0,"[-74.21650282099995,40.54097868800005]",-74.21650282099995,40.54097868800005,sandy_ground_historical_society_1538_woodrow_road,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/sandy_ground_historical_society_1538_woodrow_road
102,"(40.749447229000054, -73.98008843499991)",Scandinavia House: The Nordic Center in America,(212) 879-9779,http://www.scandinaviahouse.org/,58 Park Ave., ,New York,10016,"[-73.98008843499991,40.749447229000054]",-73.98008843499991,40.749447229000054,scandinavia_house_the_nordic_center_in_america_58_park_ave,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/scandinavia_house_the_nordic_center_in_america_58_park_ave
103,"(40.81461305900007, -73.94099075999992)",Schomburg Center for Research in Black Culture,(212) 491-2200,http://www.nypl.org/research/sc/sc.html,515 Malcolm X Boulevard, ,New York,10037,"[-73.94099075999992,40.81461305900007]",-73.94099075999992,40.81461305900007,schomburg_center_for_research_in_black_culture_515_malcolm_x_boulevard,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/schomburg_center_for_research_in_black_culture_515_malcolm_x_boulevard
104,"(40.738759524000045, -73.9822423249999)",School of Visual Arts Museum,(212) 592-2145,http://www.schoolofvisualarts.edu/sa/index.jsp?sid0=201&page_id=482&event_id=865,209 E. 23rd St., ,New York,10010,"[-73.9822423249999,40.738759524000045]",-73.9822423249999,40.738759524000045,school_of_visual_arts_museum_209_e_23rd_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/school_of_visual_arts_museum_209_e_23rd_st
105,"(40.515214677000074, -74.1975892989999)",Seguine Mansion,(718) 667-6042,http://www.historichousetrust.org/item.php?i_id=38,440 Seguine Avenue, ,Staten Island,10307,"[-74.1975892989999,40.515214677000074]",-74.1975892989999,40.515214677000074,seguine_mansion_440_seguine_avenue,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/seguine_mansion_440_seguine_avenue
106,"(40.705657864000045, -74.01756806799995)",Skyscraper Museum,(212) 968-1961,http://www.skyscraper.org/home.htm,39 Battery Place, ,New York,10280,"[-74.01756806799995,40.705657864000045]",-74.01756806799995,40.705657864000045,skyscraper_museum_39_battery_place,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/skyscraper_museum_39_battery_place
107,"(40.78300980900008, -73.9589110199999)",Solomon R. Guggenheim Museum,(212) 423-3500,http://www.guggenheim.org/,1071 Fifth Avenue, ,New York,10128,"[-73.9589110199999,40.78300980900008]",-73.9589110199999,40.78300980900008,solomon_r_guggenheim_museum_1071_fifth_avenue,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/solomon_r_guggenheim_museum_1071_fifth_avenue
108,"(40.761470634000034, -73.97350782099994)",Sony Wonder Technology Lab,(212) 833-8100,http://wondertechlab.sony.com/,550 Madison Ave, Sony Plaza,New York,10022,"[-73.97350782099994,40.761470634000034]",-73.97350782099994,40.761470634000034,sony_wonder_technology_lab_550_madison_ave,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/sony_wonder_technology_lab_550_madison_ave
109,"(40.706603691000055, -74.00372094099993)",South Street Seaport Museum,(212) 748-8600,http://www.southstreetseaportmuseum.org/,12 Fulton Street, ,New York,10038,"[-74.00372094099993,40.706603691000055]",-74.00372094099993,40.706603691000055,south_street_seaport_museum_12_fulton_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/south_street_seaport_museum_12_fulton_street
110,"(40.64270921600007, -74.10189210599992)",Staten Island Children's Museum,(718) 273-2060,http://www.statenislandkids.org/,1000 Richmond Terr., ,Staten Island,10301,"[-74.10189210599992,40.64270921600007]",-74.10189210599992,40.64270921600007,staten_island_children_s_museum_1000_richmond_terr,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/staten_island_children_s_museum_1000_richmond_terr
111,"(40.644369511000036, -74.07766506399992)",Staten Island Museum / Staten Island Institute of Arts & Sciences,(718) 727-1135,http://www.statenislandmuseum.org/,75 Stuyvesant Pl., ,Staten Island,10301,"[-74.07766506399992,40.644369511000036]",-74.07766506399992,40.644369511000036,staten_island_museum_staten_island_institute_of_arts_sciences_75_stuyvesant_pl,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/staten_island_museum_staten_island_institute_of_arts_sciences_75_stuyvesant_pl
112,"(40.808245809000084, -73.94772615399995)",Studio Museum in Harlem,(212) 864-4500,http://www.studiomuseum.org,144 West 125th Street, ,New York,10027,"[-73.94772615399995,40.808245809000084]",-73.94772615399995,40.808245809000084,studio_museum_in_harlem_144_west_125th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/studio_museum_in_harlem_144_west_125th_street
113,"(40.718688031000056, -73.98967904799991)",Tenement Museum,(212) 431-0233,http://www.tenement.org/,108 Orchard Street, ,New York,10002,"[-73.98967904799991,40.718688031000056]",-73.98967904799991,40.718688031000056,tenement_museum_108_orchard_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/tenement_museum_108_orchard_street
114,"(40.719617061000065, -73.98501448899992)","The Freakatorium, El Museo Loco",(212) 375-0475,http://www.freakatorium.com/,57 Clinton St., ,New York,10002,"[-73.98501448899992,40.719617061000065]",-73.98501448899992,40.719617061000065,the_freakatorium_el_museo_loco_57_clinton_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/the_freakatorium_el_museo_loco_57_clinton_st
115,"(40.80527671800007, -73.9380587409999)",The Jazz Museum in Harlem,(212) 348-8300,http://www.jazzmuseuminharlem.org/,104 E. 126th Street, Suite 2D,New York,10035,"[-73.9380587409999,40.80527671800007]",-73.9380587409999,40.80527671800007,the_jazz_museum_in_harlem_104_e_126th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/the_jazz_museum_in_harlem_104_e_126th_street
116,"(40.668911911000066, -73.94196176999992)",The Jewish Children's Museum,(718) 467-0600,http://www.jcmonline.org/,792 Eastern Pkwy, ,Brooklyn,11213,"[-73.94196176999992,40.668911911000066]",-73.94196176999992,40.668911911000066,the_jewish_children_s_museum_792_eastern_pkwy,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/the_jewish_children_s_museum_792_eastern_pkwy
117,"(40.74700870800007, -73.99392966799991)",The Museum at FIT,(212) 217-5800,http://www.fitnyc.edu/306.asp,7th Avenue at West 27th Street, ,New York,10001,"[-73.99392966799991,40.74700870800007]",-73.99392966799991,40.74700870800007,the_museum_at_fit_7th_avenue_at_west_27th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/the_museum_at_fit_7th_avenue_at_west_27th_street
118,"(40.73864234900009, -73.9890408519999)",Theodore Roosevelt Birthplace,(212) 260-1616,http://www.nps.gov/thrb/index.htm,28 East 20th Street, ,New York,10003,"[-73.9890408519999,40.73864234900009]",-73.9890408519999,40.73864234900009,theodore_roosevelt_birthplace_28_east_20th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/theodore_roosevelt_birthplace_28_east_20th_street
119,"(40.727677121000056, -73.9897570309999)",Ukrainian Museum,(212) 228-0110,http://www.ukrainianmuseum.org/,222 East 6th Street, ,New York,10003,"[-73.9897570309999,40.727677121000056]",-73.9897570309999,40.727677121000056,ukrainian_museum_222_east_6th_street,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/ukrainian_museum_222_east_6th_street
120,"(40.87738015800005, -73.87942471799994)",Valentine-Varian House,(718) 881-8900,http://www.museumregister.com/US/NewYork/Bronx/ValentineVarianHouse/Info.html,3266 Bainbridge Ave., ,Bronx,10467,"[-73.87942471799994,40.87738015800005]",-73.87942471799994,40.87738015800005,valentine_varian_house_3266_bainbridge_ave,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/valentine_varian_house_3266_bainbridge_ave
121,"(40.89111150100007, -73.89482256999992)",Van Cortlandt House Museum,(718) 543-3344,http://www.vancortlandthouse.org/,VAN CRTLANDT MANSION,Broadway at West 246th Street,Bronx,10471,"[-73.89482256999992,40.89111150100007]",-73.89482256999992,40.89111150100007,van_cortlandt_house_museum_van_crtlandt_mansion,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/van_cortlandt_house_museum_van_crtlandt_mansion
122,"(40.897885048000035, -73.91165376499993)",Wave Hill,(718) 549-3200,http://wavehill.org/visit/,West 249th Street & Independence Avenue, ,Bronx,10471,"[-73.91165376499993,40.897885048000035]",-73.91165376499993,40.897885048000035,wave_hill_west_249th_street_independence_avenue,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/wave_hill_west_249th_street_independence_avenue
123,"(40.77340762700004, -73.96383434599994)",Whitney Museum of American Art,1 (800) WHITNEY,http://www.whitney.org/,945 Madison Ave., ,New York,10021,"[-73.96383434599994,40.77340762700004]",-73.96383434599994,40.77340762700004,whitney_museum_of_american_art_945_madison_ave,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/whitney_museum_of_american_art_945_madison_ave
124,"(40.64434101400008, -73.9207962989999)",Wyckoff Farmhouse Museum,(718) 629-5400,http://www.wyckoffassociation.org/,5816 Clarendon Ave, ,Brooklyn,11203,"[-73.9207962989999,40.64434101400008]",-73.9207962989999,40.64434101400008,wyckoff_farmhouse_museum_5816_clarendon_ave,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/wyckoff_farmhouse_museum_5816_clarendon_ave
125,"(40.73802787500006, -73.99376449399995)",Leo Baeck Institute,(212) 744-6400,http://www.lbi.org/,15 W. 16th St., ,New York,10011,"[-73.99376449399995,40.73802787500006]",-73.99376449399995,40.73802787500006,leo_baeck_institute_15_w_16th_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/leo_baeck_institute_15_w_16th_st
126,"(40.73807756700006, -73.9938857969999)",American Sephardi Federation / Sephardic House,(212) 294-8350,http://www.americansephardifederation.org/,15 W. 16th St., ,New York,10011,"[-73.9938857969999,40.73807756700006]",-73.9938857969999,40.73807756700006,american_sephardi_federation_sephardic_house_15_w_16th_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/american_sephardi_federation_sephardic_house_15_w_16th_st
127,"(40.73796028000004, -73.9937942709999)",YIVO Institute for Jewish Research,(212) 246-6860,http://www.yivoinstitute.org/,15 W. 16th St., ,New York,10011,"[-73.9937942709999,40.73796028000004]",-73.9937942709999,40.73796028000004,yivo_institute_for_jewish_research_15_w_16th_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/yivo_institute_for_jewish_research_15_w_16th_st
128,"(40.73801571700005, -73.9939289049999)",American Jewish Historical Society,(212) 294-6160,http://www.ajhs.org/,15 W. 16th St., ,New York,10011,"[-73.9939289049999,40.73801571700005]",-73.9939289049999,40.73801571700005,american_jewish_historical_society_15_w_16th_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/american_jewish_historical_society_15_w_16th_st
129,"(40.738046017000045, -73.99381736999993)",Yeshiva University Museum,(212) 294-8330,http://www.yumuseum.org/,15 W. 16th St., ,New York,10011,"[-73.99381736999993,40.738046017000045]",-73.99381736999993,40.738046017000045,yeshiva_university_museum_15_w_16th_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/yeshiva_university_museum_15_w_16th_st
130,"(40.737987098000076, -73.99386877199993)",Center For Jewish History,(212) 294-8301,http://www.cjh.org,15 W. 16th St., ,New York,10011,"[-73.99386877199993,40.737987098000076]",-73.99386877199993,40.737987098000076,center_for_jewish_history_15_w_16th_st,http://schema.org,Museum,http://nyc.pediacities.com/resource/Museum/center_for_jewish_history_15_w_16th_st
